Stagione,Giocatore,Giornata,Voto,Fantavoto,Gol segnati,Gol subiti,Autoreti,Rigori segnati,Rigori sbagliati,Rigori parati,Assist,Player of the match
2017-18,Berisha,1,6,5,0,1,0,0,0,0,0,0
2017-18,Masiello,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Toloi,1,6,"5,5",0,0,0,0,0,0,0,0
2017-18,Hateboer,1,6,6,0,0,0,0,0,0,0,0
2017-18,Gosens,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Palomino,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,De Roon,1,6,6,0,0,0,0,0,0,0,0
2017-18,Kurtic,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Ilicic,1,6,6,0,0,0,0,0,0,0,0
2017-18,Cristante,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Freuler,1,6,6,0,0,0,0,0,0,0,0
2017-18,Gomez,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Petagna,1,5,5,0,0,0,0,0,0,0,0
2017-18,Cornelius,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Gasperini,1,6,6,0,0,0,0,0,0,0,0
2017-18,Belec,1,"6,5","4,5",0,2,0,0,0,0,0,0
2017-18,Letizia,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Costa,1,6,6,0,0,0,0,0,0,0,0
2017-18,Venuti,1,5,5,0,0,0,0,0,0,0,0
2017-18,Di Chiara,1,6,6,0,0,0,0,0,0,0,0
2017-18,Lucioni,1,6,6,0,0,0,0,0,0,0,0
2017-18,D'alessandro,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Cataldi,1,"5,5",6,0,0,0,0,0,0,1,0
2017-18,Viola,1,55,55,0,0,0,0,0,0,0,0
2017-18,Ciciretti,1,7,10,1,0,0,0,0,0,0,0
2017-18,Del Pinto,1,5,"4,5",0,0,0,0,0,0,0,0
2017-18,Puscas,1,5,5,0,0,0,0,0,0,0,0
2017-18,Coda M,1,6,6,0,0,0,0,0,0,0,0
2017-18,Cisse' K,1,55,55,0,0,0,0,0,0,0,0
2017-18,Baroni,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Mirante,1,"5,5","4,5",0,1,0,0,0,0,0,0
2017-18,Maietta,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Masina,1,5,5,0,0,0,0,0,0,0,0
2017-18,De Maio,1,"5,5",5,0,0,0,0,0,0,0,0
2017-18,Torosidis,1,6,6,0,0,0,0,0,0,0,0
2017-18,Taider,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Poli,1,6,6,0,0,0,0,0,0,0,0
2017-18,Verdi,1,"6,5","7,5",0,0,0,0,0,0,1,0
2017-18,Pulgar,1,"5,5",5,0,0,0,0,0,0,0,0
2017-18,Donsah,1,6,6,0,0,0,0,0,0,0,0
2017-18,Di Francesco F.,1,7,10,1,0,0,0,0,0,0,0
2017-18,Krejci,1,55,55,0,0,0,0,0,0,0,0
2017-18,Palacio,1,55,55,0,0,0,0,0,0,0,0
2017-18,Destro,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Donadoni,1,6,6,0,0,0,0,0,0,0,0
2017-18,Cragno,1,5,2,0,3,0,0,0,0,0,0
2017-18,Andreolli,1,5,5,0,0,0,0,0,0,0,0
2017-18,Padoin,1,"4,5","4,5",0,0,0,0,0,0,0,0
2017-18,Capuano,1,5,5,0,0,0,0,0,0,0,0
2017-18,Pisacane,1,5,5,0,0,0,0,0,0,0,0
2017-18,Cigarini,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Ionita,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Barella,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Dessena,1,55,55,0,0,0,0,0,0,0,0
2017-18,Joao Pedro,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Farago',1,5,5,0,0,0,0,0,0,0,0
2017-18,Cop,1,5,5,0,0,0,0,0,0,0,0
2017-18,Farias,1,"4,5","1,5",0,0,0,0,1,0,0,0
2017-18,Sau,1,55,55,0,0,0,0,0,0,0,0
2017-18,Rastelli,1,5,5,0,0,0,0,0,0,0,0
2017-18,Sorrentino,1,6,5,0,1,0,0,0,0,0,0
2017-18,Cacciatore,1,6,"5,5",0,0,0,0,0,0,0,0
2017-18,Dainelli,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Gamberini,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Gobbi,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Birsa,1,"7,5","11,5",1,0,0,0,0,0,1,0
2017-18,Castro,1,"6,5","7,5",0,0,0,0,0,0,1,0
2017-18,Hetemaj,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Radovanovic,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Rigoni N,1,55,55,0,0,0,0,0,0,0,0
2017-18,Garritano,1,6,6,0,0,0,0,0,0,0,0
2017-18,Inglese,1,7,10,1,0,0,0,0,0,0,0
2017-18,Pellissier,1,55,55,0,0,0,0,0,0,0,0
2017-18,Pucciarelli,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Maran,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Cordaz,1,6,3,0,3,0,0,0,0,0,0
2017-18,Faraoni,1,5,5,0,0,0,0,0,0,0,0
2017-18,Ceccherini,1,4,3,0,0,0,0,0,0,0,0
2017-18,Martella,1,5,5,0,0,0,0,0,0,0,0
2017-18,Dussenne,1,5,"4,5",0,0,0,0,0,0,0,0
2017-18,Cabrera,1,5,5,0,0,0,0,0,0,0,0
2017-18,Izco,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Stoian,1,5,5,0,0,0,0,0,0,0,0
2017-18,Barberis,1,5,5,0,0,0,0,0,0,0,0
2017-18,Nalini,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Mandragora,1,5,5,0,0,0,0,0,0,0,0
2017-18,Rohden,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Trotta,1,55,55,0,0,0,0,0,0,0,0
2017-18,Budimir,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Nicola,1,5,5,0,0,0,0,0,0,0,0
2017-18,Sportiello,1,"6,5","3,5",0,3,0,0,0,0,0,0
2017-18,Tomovic,1,"4,5","4,5",0,0,0,0,0,0,0,0
2017-18,Astori,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Olivera M.,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Vitor Hugo,1,"4,5","4,5",0,0,0,0,0,0,0,0
2017-18,Benassi,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Sanchez C,1,"5,5",5,0,0,0,0,0,0,0,0
2017-18,Cristoforo,1,6,6,0,0,0,0,0,0,0,0
2017-18,Veretout,1,6,6,0,0,0,0,0,0,0,0
2017-18,Eysseric,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Gil Dias,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Babacar,1,6,6,0,0,0,0,0,0,0,0
2017-18,Simeone,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Zekhnini,1,55,55,0,0,0,0,0,0,0,0
2017-18,Pioli,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Perin,1,6,6,0,0,0,0,0,0,0,0
2017-18,Rossettini,1,6,"5,5",0,0,0,0,0,0,0,0
2017-18,Gentiletti,1,6,"5,5",0,0,0,0,0,0,0,0
2017-18,Biraschi,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Laxalt,1,6,6,0,0,0,0,0,0,0,0
2017-18,Lazovic,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Bertolacci,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Miguel Veloso,1,6,"5,5",0,0,0,0,0,0,0,0
2017-18,Taarabt,1,5,5,0,0,0,0,0,0,0,0
2017-18,Omeonga,1,6,6,0,0,0,0,0,0,0,0
2017-18,Pandev,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Palladino,1,6,6,0,0,0,0,0,0,0,0
2017-18,Galabinov,1,6,6,0,0,0,0,0,0,0,0
2017-18,Salcedo E.,1,55,55,0,0,0,0,0,0,0,0
2017-18,Juric,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Handanovic,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,D'ambrosio,1,6,6,0,0,0,0,0,0,0,0
2017-18,Miranda,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Nagatomo,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Skriniar,1,7,7,0,0,0,0,0,0,0,0
2017-18,Borja Valero,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Vecino,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Brozovic,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Candreva,1,6,6,0,0,0,0,0,0,0,0
2017-18,Perisic,1,7,11,1,0,0,0,0,0,1,0
2017-18,Gagliardini,1,6,6,0,0,0,0,0,0,0,0
2017-18,Joao Mario N.,1,"6,5","7,5",0,0,0,0,0,0,1,0
2017-18,Icardi,1,"7,5","13,5",1,0,0,1,0,0,0,0
2017-18,Eder,1,55,55,0,0,0,0,0,0,0,0
2017-18,Spalletti,1,"7,5","7,5",0,0,0,0,0,0,0,0
2017-18,Buffon,1,7,10,0,0,0,0,0,1,0,0
2017-18,Chiellini,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Lichtsteiner,1,"6,5",7,0,0,0,0,0,0,1,0
2017-18,Rugani,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Alex Sandro,1,6,7,0,0,0,0,0,0,1,0
2017-18,Khedira,1,6,6,0,0,0,0,0,0,0,0
2017-18,Marchisio,1,6,6,0,0,0,0,0,0,0,0
2017-18,Pjanic,1,"6,5","7,5",0,0,0,0,0,0,1,0
2017-18,Cuadrado,1,6,6,0,0,0,0,0,0,0,0
2017-18,Douglas Costa,1,6,6,0,0,0,0,0,0,0,0
2017-18,Matuidi,1,6,6,0,0,0,0,0,0,0,0
2017-18,Dybala,1,"7,5","10,5",1,0,0,0,0,0,0,0
2017-18,Mandzukic,1,7,10,1,0,0,0,0,0,0,0
2017-18,Higuain,1,7,10,1,0,0,0,0,0,0,0
2017-18,Allegri,1,7,7,0,0,0,0,0,0,0,0
2017-18,Strakosha,1,6,6,0,0,0,0,0,0,0,0
2017-18,Basta,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,De Vrij,1,6,6,0,0,0,0,0,0,0,0
2017-18,Radu,1,6,6,0,0,0,0,0,0,0,0
2017-18,Lukaku J.,1,6,6,0,0,0,0,0,0,0,0
2017-18,Wallace,1,6,"5,5",0,0,0,0,0,0,0,0
2017-18,Lulic,1,6,6,0,0,0,0,0,0,0,0
2017-18,Parolo,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Milinkovic-Savic,1,6,6,0,0,0,0,0,0,0,0
2017-18,Luis Alberto,1,5,"4,5",0,0,0,0,0,0,0,0
2017-18,Marusic,1,6,6,0,0,0,0,0,0,0,0
2017-18,Immobile,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Caicedo,1,55,55,0,0,0,0,0,0,0,0
2017-18,Palombi,1,5,5,0,0,0,0,0,0,0,0
2017-18,Inzaghi S.,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Donnarumma G.,1,6,6,0,0,0,0,0,0,0,0
2017-18,Conti,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Bonucci,1,6,"5,5",0,0,0,0,0,0,0,0
2017-18,Abate,1,6,6,0,0,0,0,0,0,0,0
2017-18,Musacchio,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Rodriguez R.,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Mauri J,1,55,55,0,0,0,0,0,0,0,0
2017-18,Suso,1,"7,5","11,5",1,0,0,0,0,0,1,0
2017-18,Locatelli,1,"6,5",6,0,0,0,0,0,0,0,0
2017-18,Kessie',1,7,10,0,0,0,1,0,0,0,0
2017-18,Calhanoglu,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Cutrone,1,"7,5",11,1,0,0,0,0,0,1,0
2017-18,Andre' Silva,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Borini,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Montella,1,7,7,0,0,0,0,0,0,0,0
2017-18,Reina,1,"6,5","5,5",0,1,0,0,0,0,0,0
2017-18,Hysaj,1,5,4,0,0,0,0,0,0,0,0
2017-18,Ghoulam,1,7,10,1,0,0,0,0,0,0,0
2017-18,Koulibaly,1,6,6,0,0,0,0,0,0,0,0
2017-18,Chiriches,1,6,6,0,0,0,0,0,0,0,0
2017-18,Diawara,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Zielinski,1,6,6,0,0,0,0,0,0,0,0
2017-18,Allan,1,6,6,0,0,0,0,0,0,0,0
2017-18,Hamsik,1,6,6,0,0,0,0,0,0,0,0
2017-18,Giaccherini,1,6,"5,5",0,0,0,0,0,0,0,0
2017-18,Callejon,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Insigne,1,"7,5","8,5",0,0,0,0,0,0,1,0
2017-18,Mertens,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Milik,1,7,10,1,0,0,0,0,0,0,0
2017-18,Sarri,1,7,7,0,0,0,0,0,0,0,0
2017-18,Alisson,1,6,6,0,0,0,0,0,0,0,0
2017-18,Juan Jesus,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Manolas,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Bruno Peres,1,6,6,0,0,0,0,0,0,0,0
2017-18,Fazio,1,55,55,0,0,0,0,0,0,0,0
2017-18,Kolarov,1,7,10,1,0,0,0,0,0,0,0
2017-18,Perotti,1,6,6,0,0,0,0,0,0,0,0
2017-18,De Rossi,1,6,6,0,0,0,0,0,0,0,0
2017-18,Nainggolan,1,"6,5",6,0,0,0,0,0,0,0,0
2017-18,Strootman,1,6,6,0,0,0,0,0,0,0,0
2017-18,Pellegrini Lo.,1,55,55,0,0,0,0,0,0,0,0
2017-18,Defrel,1,5,"4,5",0,0,0,0,0,0,0,0
2017-18,Dzeko,1,5,5,0,0,0,0,0,0,0,0
2017-18,El Shaarawy,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Di Francesco,1,6,6,0,0,0,0,0,0,0,0
2017-18,Puggioni,1,"6,5","5,5",0,1,0,0,0,0,0,0
2017-18,Pavlovic D.,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Regini,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Silvestre,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Sala,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Barreto,1,6,"5,5",0,0,0,0,0,0,0,0
2017-18,Torreira,1,7,7,0,0,0,0,0,0,0,0
2017-18,Djuricic,1,55,55,0,0,0,0,0,0,0,0
2017-18,Linetty,1,6,6,0,0,0,0,0,0,0,0
2017-18,Praet,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Ramirez,1,"6,5","7,5",0,0,0,0,0,0,1,0
2017-18,Bonazzoli,1,6,6,0,0,0,0,0,0,0,0
2017-18,Quagliarella,1,"7,5","13,5",2,0,0,0,0,0,0,0
2017-18,Caprari,1,6,6,0,0,0,0,0,0,0,0
2017-18,Giampaolo,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Consigli,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Acerbi,1,6,6,0,0,0,0,0,0,0,0
2017-18,Cannavaro,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Peluso,1,6,6,0,0,0,0,0,0,0,0
2017-18,Lirola,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Duncan,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Magnanelli,1,6,"5,5",0,0,0,0,0,0,0,0
2017-18,Missiroli,1,6,6,0,0,0,0,0,0,0,0
2017-18,Sensi,1,6,6,0,0,0,0,0,0,0,0
2017-18,Matri,1,55,55,0,0,0,0,0,0,0,0
2017-18,Berardi,1,5,5,0,0,0,0,0,0,0,0
2017-18,Falcinelli,1,6,6,0,0,0,0,0,0,0,0
2017-18,Politano,1,5,"4,5",0,0,0,0,0,0,0,0
2017-18,Ragusa,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Bucchi,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Gomis A.,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Oikonomou,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Mattiello,1,55,55,0,0,0,0,0,0,0,0
2017-18,Costa F,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Cremonesi,1,6,6,0,0,0,0,0,0,0,0
2017-18,Vaisanen,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Vicari,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Viviani,1,6,"5,5",0,0,0,0,0,0,0,0
2017-18,Lazzari,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Mora,1,7,7,0,0,0,0,0,0,0,0
2017-18,Schiattarella,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Paloschi,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Floccari,1,6,6,0,0,0,0,0,0,0,0
2017-18,Borriello,1,6,"5,5",0,0,0,0,0,0,0,0
2017-18,Semplici,1,7,7,0,0,0,0,0,0,0,0
2017-18,Sirigu,1,6,5,0,1,0,0,0,0,0,0
2017-18,Molinaro,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Moretti,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Zappacosta,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,N'koulou,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Rincon,1,6,"5,5",0,0,0,0,0,0,0,0
2017-18,Acquah,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Obi,1,5,5,0,0,0,0,0,0,0,0
2017-18,Berenguer,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Belotti,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Iago Falque,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Ljajic,1,7,10,1,0,0,0,0,0,0,0
2017-18,Mihajlovic,1,6,6,0,0,0,0,0,0,0,0
2017-18,Scuffet,1,5,3,0,2,0,0,0,0,0,0
2017-18,Wague,1,5,5,0,0,0,0,0,0,0,0
2017-18,Pezzella Giu.,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Samir,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Angella,1,6,"5,5",0,0,0,0,0,0,0,0
2017-18,Nuytinck,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Hallfredsson,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Fofana,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Jankto,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,De Paul,1,6,7,0,0,0,0,0,0,1,0
2017-18,Behrami,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Lasagna,1,6,6,0,0,0,0,0,0,0,0
2017-18,Perica,1,"5,5",5,0,0,0,0,0,0,0,0
2017-18,Thereau,1,"6,5","9,5",1,0,0,0,0,0,0,0
2017-18,Delneri,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Nicolas,1,"5,5","2,5",0,3,0,0,0,0,0,0
2017-18,Ferrari A.,1,5,5,0,0,0,0,0,0,0,0
2017-18,Caceres,1,"4,5","4,5",0,0,0,0,0,0,0,0
2017-18,Heurtaux,1,5,"4,5",0,0,0,0,0,0,0,0
2017-18,Romulo,1,"5,5",5,0,0,0,0,0,0,0,0
2017-18,Souprayen,1,"4,5","2,5",0,0,1,0,0,0,0,0
2017-18,Bessa,1,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Buchel,1,5,5,0,0,0,0,0,0,0,0
2017-18,Zaccagni,1,5,5,0,0,0,0,0,0,0,0
2017-18,Valoti,1,55,55,0,0,0,0,0,0,0,0
2017-18,Verde,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Cerci,1,5,5,0,0,0,0,0,0,0,0
2017-18,Fares,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Pazzini,1,"6,5","9,5",0,0,0,1,0,0,0,0
2017-18,Pecchia,1,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Berisha,2,6,3,0,3,0,0,0,0,0,0
2017-18,Masiello,2,6,6,0,0,0,0,0,0,0,0
2017-18,Toloi,2,6,6,0,0,0,0,0,0,0,0
2017-18,Hateboer,2,6,6,0,0,0,0,0,0,0,0
2017-18,Gosens,2,6,6,0,0,0,0,0,0,0,0
2017-18,Palomino,2,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,De Roon,2,5,"4,5",0,0,0,0,0,0,0,0
2017-18,Kurtic,2,"5,5",5,0,0,0,0,0,0,0,0
2017-18,Ilicic,2,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Cristante,2,"6,5","9,5",1,0,0,0,0,0,0,0
2017-18,Freuler,2,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Gomez,2,"5,5","6,5",0,0,0,0,0,0,1,0
2017-18,Petagna,2,6,6,0,0,0,0,0,0,0,0
2017-18,Cornelius,2,55,55,0,0,0,0,0,0,0,0
2017-18,Gasperini,2,6,6,0,0,0,0,0,0,0,0
2017-18,Belec,2,"6,5","5,5",0,1,0,0,0,0,0,0
2017-18,Costa,2,"4,5","4,5",0,0,0,0,0,0,0,0
2017-18,Venuti,2,5,5,0,0,0,0,0,0,0,0
2017-18,Di Chiara,2,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Lucioni,2,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,D'alessandro,2,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Cataldi,2,6,6,0,0,0,0,0,0,0,0
2017-18,Viola,2,6,6,0,0,0,0,0,0,0,0
2017-18,Ciciretti,2,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Del Pinto,2,"6,5",6,0,0,0,0,0,0,0,0
2017-18,Puscas,2,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Coda M,2,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Ceravolo,2,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Cisse' K,2,55,55,0,0,0,0,0,0,0,0
2017-18,Baroni,2,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Mirante,2,7,"6,5",0,0,0,0,0,0,0,0
2017-18,Maietta,2,6,6,0,0,0,0,0,0,0,0
2017-18,Masina,2,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Mbaye,2,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,De Maio,2,6,6,0,0,0,0,0,0,0,0
2017-18,Torosidis,2,5,5,0,0,0,0,0,0,0,0
2017-18,Helander,2,7,"6,5",0,0,0,0,0,0,0,0
2017-18,Crisetig,2,6,6,0,0,0,0,0,0,0,0
2017-18,Taider,2,6,6,0,0,0,0,0,0,0,0
2017-18,Poli,2,5,"4,5",0,0,0,0,0,0,0,0
2017-18,Verdi,2,6,6,0,0,0,0,0,0,0,0
2017-18,Donsah,2,7,10,1,0,0,0,0,0,0,0
2017-18,Di Francesco F.,2,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Destro,2,5,5,0,0,0,0,0,0,0,0
2017-18,Donadoni,2,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Cragno,2,6,4,0,2,0,0,0,0,0,0
2017-18,Andreolli,2,5,5,0,0,0,0,0,0,0,0
2017-18,Padoin,2,6,6,0,0,0,0,0,0,0,0
2017-18,Capuano,2,5,5,0,0,0,0,0,0,0,0
2017-18,Pisacane,2,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Cigarini,2,6,6,0,0,0,0,0,0,0,0
2017-18,Ionita,2,6,6,0,0,0,0,0,0,0,0
2017-18,Barella,2,7,7,0,0,0,0,0,0,0,0
2017-18,Joao Pedro,2,7,"9,5",1,0,0,0,0,0,0,0
2017-18,Farago',2,55,55,0,0,0,0,0,0,0,0
2017-18,Cossu,2,55,55,0,0,0,0,0,0,0,0
2017-18,Cop,2,6,6,0,0,0,0,0,0,0,0
2017-18,Farias,2,"6,5","7,5",0,0,0,0,0,0,1,0
2017-18,Sau,2,6,6,0,0,0,0,0,0,0,0
2017-18,Rastelli,2,6,6,0,0,0,0,0,0,0,0
2017-18,Sorrentino,2,"5,5","3,5",0,2,0,0,0,0,0,0
2017-18,Cacciatore,2,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Cesar,2,6,6,0,0,0,0,0,0,0,0
2017-18,Dainelli,2,6,6,0,0,0,0,0,0,0,0
2017-18,Gamberini,2,6,6,0,0,0,0,0,0,0,0
2017-18,Gobbi,2,5,5,0,0,0,0,0,0,0,0
2017-18,Birsa,2,"6,5",6,0,0,0,0,0,0,0,0
2017-18,Castro,2,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Hetemaj,2,6,6,0,0,0,0,0,0,0,0
2017-18,Radovanovic,2,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Garritano,2,55,55,0,0,0,0,0,0,0,0
2017-18,Inglese,2,6,6,0,0,0,0,0,0,0,0
2017-18,Pellissier,2,55,55,0,0,0,0,0,0,0,0
2017-18,Pucciarelli,2,"6,5","9,5",1,0,0,0,0,0,0,0
2017-18,Maran,2,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Cordaz,2,6,6,0,0,0,0,0,0,0,0
2017-18,Faraoni,2,6,6,0,0,0,0,0,0,0,0
2017-18,Ajeti,2,7,7,0,0,0,0,0,0,0,0
2017-18,Martella,2,6,6,0,0,0,0,0,0,0,0
2017-18,Sampirisi,2,6,6,0,0,0,0,0,0,0,0
2017-18,Cabrera,2,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Stoian,2,"5,5",5,0,0,0,0,0,0,0,0
2017-18,Kragl,2,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Barberis,2,6,6,0,0,0,0,0,0,0,0
2017-18,Mandragora,2,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Crociata,2,55,55,0,0,0,0,0,0,0,0
2017-18,Trotta,2,"6,5","6,5",0,0,0,0,0,0,0,0
2017-18,Budimir,2,6,6,0,0,0,0,0,0,0,0
2017-18,Simy,2,55,55,0,0,0,0,0,0,0,0
2017-18,Nicola,2,6,6,0,0,0,0,0,0,0,0
2017-18,Sportiello,2,"5,5","3,5",0,2,0,0,0,0,0,0
2017-18,Tomovic,2,"4,5",4,0,0,0,0,0,0,0,0
2017-18,Biraghi,2,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Astori,2,6,6,0,0,0,0,0,0,0,0
2017-18,Gaspar B,2,"6,5","7,5",0,0,0,0,0,0,1,0
2017-18,Pezzella Ger.,2,"5,5","5,5",0,0,0,0,0,0,0,0
2017-18,Badelj,2,"6,5",9,1,0,0,0,0,0,0,0
2017-18,Benassi,2,"5,5","5,5",0,0,0,0,0,0,0,0
